ax,ay,az,gx,gy,gz,timestamp
-0.6584054827690125,9.428366661071777,1.0582371950149536,0.008522115647792816,-0.04367583990097046,0.03834952041506767,1.909802
-0.6200982332229614,9.576807022094727,1.0965443849563599,0.004261057823896408,-0.04261057823896408,0.041545312851667404,1.914803
-0.5506663918495178,9.68933391571045,1.0821791887283325,-0.003195793367922306,-0.01810949482023716,0.04048004746437073,1.919803
-0.4812345504760742,9.732429504394531,1.0414776802062988,-0.007456851191818714,0.013848437927663326,0.03834952041506767,1.924803
-0.4620809257030487,9.780313491821289,0.9888052940368652,-0.011717909015715122,0.037284255027770996,0.029827404767274857,1.929804
-0.4165911078453064,9.813833236694336,0.9433154463768005,-0.01065264455974102,0.05432848632335663,0.019174760207533836,1.934821
-0.40222588181495667,9.806650161743164,0.8403648138046265,-0.01065264455974102,0.0649811327457428,0.003195793367922306,1.939813
-0.3998316824436188,9.818621635437012,0.768538773059845,-0.009587380103766918,0.0649811327457428,-0.014913702383637428,1.94481
-0.4213795065879822,9.876082420349121,0.6967126727104187,-0.00532632227987051,0.055393751710653305,-0.02876213937997818,1.949809
-0.49799394607543945,9.952696800231934,0.7230489253997803,-0.006391586735844612,0.03834952041506767,-0.04580637067556381,1.954808
-0.5937620401382446,9.93354320526123,0.6991068720817566,-0.00532632227987051,0.020240023732185364,-0.07030745595693588,1.959807
-0.6751648783683777,9.84495735168457,0.7182605266571045,-0.008522115647792816,0.002130528911948204,-0.08735167980194092,1.964808
-0.7445967197418213,9.720458984375,0.7661445140838623,-0.011717909015715122,-0.014913702383637428,-0.092678003013134,1.969811
-0.7972691655158997,9.622296333312988,0.8307880163192749,-0.009587380103766918,-0.02876213937997818,-0.08522115647792816,1.974814
-0.8068459630012512,9.567230224609375,0.9002198576927185,0.003195793367922306,-0.03834952041506767,-0.06817692518234253,1.97981
-0.8164227604866028,9.543288230895996,0.9241618514060974,0.015978965908288956,-0.03941478207707405,-0.04793689772486687,1.984824
-0.7948749661445618,9.509769439697266,0.9361328482627869,0.020240023732185364,-0.029827404767274857,-0.020240023732185364,1.989813
-0.7972691655158997,9.593565940856934,0.933738648891449,0.009587380103766918,-0.01810949482023716,0.008522115647792816,1.994811
-0.7781155705451965,9.713275909423828,0.8858546018600464,0.004261057823896408,-0.001065264455974102,0.024501081556081772,1.999814
-0.7637503147125244,9.770736694335938,0.8619126081466675,0.0,0.013848437927663326,0.029827404767274857,2.004821
-0.7374141216278076,9.832986831665039,0.8259995579719543,-0.013848437927663326,0.026631610468029976,0.030892668291926384,2.009817
-0.7134721279144287,9.86650562286377,0.8307880163192749,-0.020240023732185364,0.029827404767274857,0.02556634694337845,2.014819
-0.7015010714530945,9.888052940368652,0.849941611289978,-0.020240023732185364,0.026631610468029976,0.012783173471689224,2.01982
-0.706289529800415,9.950302124023438,0.8930372595787048,-0.007456851191818714,0.017044231295585632,-0.002130528911948204,2.024814
-0.7206547260284424,9.883264541625977,0.9074024558067322,0.00532632227987051,0.008522115647792816,-0.01810949482023716,2.029815
-0.7661445140838623,9.785101890563965,0.8906430602073669,0.011717909015715122,0.003195793367922306,-0.030892668291926384,2.034812
-0.7972691655158997,9.651026725769043,0.9097966551780701,0.019174760207533836,0.001065264455974102,-0.03621898964047432,2.03983
-0.7924807667732239,9.500192642211914,0.9145850539207458,0.024501081556081772,0.003195793367922306,-0.029827404767274857,2.044813
-0.790086567401886,9.48343276977539,0.9265560507774353,0.02876213937997818,0.01065264455974102,-0.009587380103766918,2.049821
-0.7829039692878723,9.550470352172852,0.8978256583213806,0.02876213937997818,0.02130528911948204,0.011717909015715122,2.05482
-0.7541735172271729,9.591172218322754,0.8643068075180054,0.024501081556081772,0.030892668291926384,0.02876213937997818,2.059825
-0.7733271718025208,9.600749015808105,0.8355764150619507,0.024501081556081772,0.037284255027770996,0.03941478207707405,2.064815
-0.7230489253997803,9.591172218322754,0.7709329724311829,0.027696875855326653,0.03941478207707405,0.049002163112163544,2.069815
-0.6847416758537292,9.583989143371582,0.7015010714530945,0.02556634694337845,0.04261057823896408,0.06178533658385277,2.07482
-0.6057330369949341,9.583989143371582,0.5985504388809204,0.017044231295585632,0.04048004746437073,0.07243797928094864,2.079835
