ax,ay,az,gx,gy,gz,timestamp
-0.38307225704193115,0.4118026793003082,-9.718064308166504,-0.004261057823896408,-0.00532632227987051,-0.001065264455974102,1.907597
-0.395043283700943,0.40462008118629456,-9.727641105651855,0.004261057823896408,-0.013848437927663326,0.007456851191818714,1.912597
-0.3878606855869293,0.4165911078453064,-9.710882186889648,0.001065264455974102,-0.003195793367922306,0.0,1.917597
-0.38546648621559143,0.3974374830722809,-9.694122314453125,-0.001065264455974102,-0.002130528911948204,-0.002130528911948204,1.922598
-0.38546648621559143,0.40462008118629456,-9.706093788146973,-0.002130528911948204,-0.00532632227987051,-0.002130528911948204,1.927598
-0.3878606855869293,0.40701428055763245,-9.703699111938477,0.0,-0.002130528911948204,-0.002130528911948204,1.932613
-0.3734954595565796,0.4118026793003082,-9.694122314453125,0.0,-0.001065264455974102,-0.003195793367922306,1.93761
-0.3926490843296051,0.40940847992897034,-9.684545516967773,-0.002130528911948204,-0.00532632227987051,-0.001065264455974102,1.942601
-0.3878606855869293,0.3926490843296051,-9.706093788146973,0.0,-0.00532632227987051,-0.002130528911948204,1.9476
-0.38546648621559143,0.4141969084739685,-9.696516990661621,0.0,-0.002130528911948204,-0.004261057823896408,1.9526
-0.3926490843296051,0.4165911078453064,-9.720458984375,-0.003195793367922306,-0.003195793367922306,-0.004261057823896408,1.9576
-0.3902548849582672,0.42856210470199585,-9.730035781860352,-0.002130528911948204,-0.004261057823896408,-0.002130528911948204,1.9626
-0.40701428055763245,0.4213795065879822,-9.694122314453125,0.001065264455974102,-0.003195793367922306,-0.002130528911948204,1.967603
-0.40462008118629456,0.42616790533065796,-9.706093788146973,0.002130528911948204,-0.004261057823896408,-0.002130528911948204,1.972605
-0.3902548849582672,0.3974374830722809,-9.706093788146973,-0.001065264455974102,-0.004261057823896408,-0.002130528911948204,1.977602
-0.3902548849582672,0.3998316824436188,-9.72285270690918,0.0,-0.004261057823896408,-0.002130528911948204,1.982608
-0.3902548849582672,0.4213795065879822,-9.72285270690918,0.001065264455974102,-0.004261057823896408,-0.001065264455974102,1.987608
-0.40462008118629456,0.4213795065879822,-9.706093788146973,-0.001065264455974102,-0.003195793367922306,-0.003195793367922306,1.992603
-0.3878606855869293,0.42616790533065796,-9.725247383117676,-0.001065264455974102,-0.003195793367922306,-0.001065264455974102,1.997604
-0.3974374830722809,0.4141969084739685,-9.708487510681152,0.001065264455974102,-0.003195793367922306,-0.001065264455974102,2.002603
-0.3902548849582672,0.42377370595932007,-9.706093788146973,-0.001065264455974102,-0.003195793367922306,-0.001065264455974102,2.007609
-0.40462008118629456,0.42616790533065796,-9.715670585632324,-0.002130528911948204,-0.003195793367922306,0.0,2.012605
-0.4141969084739685,0.3902548849582672,-9.682151794433594,0.001065264455974102,-0.00532632227987051,-0.001065264455974102,2.017614
-0.3878606855869293,0.3878606855869293,-9.734824180603027,0.0,-0.003195793367922306,-0.004261057823896408,2.022607
-0.3734954595565796,0.4141969084739685,-9.713275909423828,-0.002130528911948204,-0.002130528911948204,-0.003195793367922306,2.027607
-0.3902548849582672,0.4165911078453064,-9.713275909423828,-0.002130528911948204,-0.003195793367922306,-0.003195793367922306,2.032606
-0.3758896589279175,0.4213795065879822,-9.703699111938477,0.001065264455974102,-0.003195793367922306,-0.002130528911948204,2.037609
-0.3687070608139038,0.4165911078453064,-9.715670585632324,0.001065264455974102,-0.003195793367922306,-0.002130528911948204,2.042609
-0.38067805767059326,0.4141969084739685,-9.703699111938477,-0.002130528911948204,-0.003195793367922306,-0.003195793367922306,2.047622
-0.37828385829925537,0.4118026793003082,-9.708487510681152,-0.002130528911948204,-0.004261057823896408,-0.003195793367922306,2.052613
-0.3758896589279175,0.42377370595932007,-9.708487510681152,0.0,-0.003195793367922306,-0.002130528911948204,2.05761
-0.3758896589279175,0.4118026793003082,-9.715670585632324,0.001065264455974102,-0.003195793367922306,0.0,2.062608
-0.3902548849582672,0.4165911078453064,-9.730035781860352,0.001065264455974102,-0.002130528911948204,0.0,2.067608
-0.38067805767059326,0.43095630407333374,-9.703699111938477,0.001065264455974102,-0.002130528911948204,-0.002130528911948204,2.072613
-0.3711012601852417,0.43095630407333374,-9.710882186889648,0.001065264455974102,-0.004261057823896408,-0.002130528911948204,2.077608
-0.38307225704193115,0.43335050344467163,-9.737217903137207,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408,2.082617
-0.40222588181495667,0.42856210470199585,-9.720458984375,0.002130528911948204,-0.001065264455974102,-0.003195793367922306,2.087615
-0.3663128614425659,0.4165911078453064,-9.710882186889648,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,2.092612
-0.3663128614425659,0.40462008118629456,-9.703699111938477,-0.001065264455974102,-0.002130528911948204,0.0,2.09761
-0.35673606395721436,0.42856210470199585,-9.715670585632324,-0.001065264455974102,-0.003195793367922306,-0.001065264455974102,2.102611
