ax,ay,az,gx,gy,gz,timestamp
0.3519476354122162,9.75397777557373,0.5985504388809204,0.023435818031430244,-0.006391586735844612,0.002130528911948204,1.904226
0.3447650372982025,9.751583099365234,0.5530605912208557,0.026631610468029976,-0.007456851191818714,0.001065264455974102,1.909227
0.3519476354122162,9.72285270690918,0.5506663918495178,0.02556634694337845,-0.006391586735844612,0.001065264455974102,1.914229
0.35913026332855225,9.744400978088379,0.5482721924781799,0.02556634694337845,-0.007456851191818714,-0.001065264455974102,1.91923
0.3423708379268646,9.718064308166504,0.5219359993934631,0.023435818031430244,-0.00532632227987051,-0.002130528911948204,1.924231
0.31842881441116333,9.660603523254395,0.5099649429321289,0.023435818031430244,-0.003195793367922306,-0.001065264455974102,1.929245
0.2992752194404602,9.624691009521484,0.5051765441894531,0.02130528911948204,-0.002130528911948204,0.001065264455974102,1.93424
0.27054479718208313,9.615114212036133,0.47405192255973816,0.017044231295585632,0.0,0.0,1.939236
0.2753331959247589,9.624691009521484,0.507570743560791,0.013848437927663326,0.0,0.0,1.944237
0.2753331959247589,9.627084732055664,0.47644615173339844,0.012783173471689224,-0.001065264455974102,0.004261057823896408,1.949239
0.26336219906806946,9.62947940826416,0.49320554733276367,0.013848437927663326,-0.003195793367922306,0.004261057823896408,1.95424
0.26815059781074524,9.588777542114258,0.4884171485900879,0.011717909015715122,-0.00532632227987051,0.00532632227987051,1.959241
0.26815059781074524,9.591172218322754,0.4884171485900879,0.01065264455974102,-0.007456851191818714,0.007456851191818714,1.964247
0.2849099934101105,9.617507934570312,0.48602294921875,0.007456851191818714,-0.008522115647792816,0.01065264455974102,1.969248
0.2777273952960968,9.586383819580078,0.4620809257030487,0.00532632227987051,-0.01065264455974102,0.01065264455974102,1.974248
0.2537853717803955,9.610325813293457,0.5099649429321289,0.004261057823896408,-0.012783173471689224,0.013848437927663326,1.979255
0.2585737705230713,9.63187313079834,0.5482721924781799,0.002130528911948204,-0.013848437927663326,0.012783173471689224,1.984251
